epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,138.323,0,0,44.1323,0,0,0,0,0,0,0,0,0,0,0,2259.76,0,0.00038,0.00038,0.00038
2,276.622,0,0,27.9499,0,0,0,0,0,0,0,0,0,0,0,732.026,0,0.000764556,0.000764556,0.000764556
